"city","female","black","email","listing_timestamp","sent_timestamp","response_timestamp","sending_name"
"miami",1,1,NA,NA,NA,NA,"Tyra Booker"
"miami",0,0,NA,NA,NA,NA,"Brian Bailey"
"miami",0,0,NA,NA,NA,NA,"Brad Anderson"
"miami",1,0,NA,NA,NA,NA,"Stephanie Nelson"
"miami",0,1,NA,NA,NA,NA,"Jayvon Carter"
"miami",0,1,NA,NA,NA,NA,"Terell Robinson"
"miami",1,0,NA,NA,NA,NA,"Amy Morgan"
"miami",1,1,NA,NA,NA,NA,"Tionna Wilson"
"miami",1,1,NA,NA,NA,NA,"Tionna Wilson"
"miami",1,0,NA,NA,NA,NA,"Stephanie Nelson"
"miami",0,1,NA,NA,NA,NA,"Jayvon Carter"
"miami",1,0,NA,NA,NA,NA,"Kristen Hall"
"miami",0,1,NA,NA,NA,NA,"DeAndre Jackson"
"miami",0,1,NA,NA,NA,NA,"DeAndre Jackson"
"miami",1,0,NA,NA,NA,NA,"Kristen Hall"
"miami",1,1,NA,NA,NA,NA,"Tionna Wilson"
"miami",1,1,NA,NA,NA,NA,"Ebony Williams"
"miami",1,1,NA,NA,NA,NA,"Tyra Booker"
"miami",1,1,NA,NA,NA,NA,"Shanice Thomas"
"miami",0,1,NA,NA,NA,NA,"DeAndre Jackson"
"miami",0,1,NA,NA,NA,NA,"Jayvon Carter"
"miami",1,0,NA,NA,NA,NA,"Amy Morgan"
"miami",0,0,NA,NA,NA,NA,"Brian Bailey"
"miami",0,1,NA,NA,NA,NA,"DeAndre Jackson"
"miami",1,0,NA,NA,NA,NA,"Kristen Hall"
"miami",1,1,NA,NA,NA,NA,"Ebony Williams"
"miami",1,1,NA,NA,NA,NA,"Ebony Williams"
"miami",0,1,NA,NA,NA,NA,"Terell Robinson"
"miami",1,1,NA,NA,NA,NA,"Ebony Williams"
"miami",1,1,NA,NA,NA,NA,"Ebony Williams"
"miami",0,0,NA,NA,NA,NA,"Brian Bailey"
"miami",0,0,NA,NA,NA,NA,"Steven Smith"
"miami",1,1,NA,NA,NA,NA,"Tyra Booker"
"miami",1,0,NA,NA,NA,NA,"Kristen Hall"
"miami",1,1,NA,NA,NA,NA,"Shanice Thomas"
"miami",1,1,NA,NA,NA,NA,"Ebony Williams"
"miami",0,0,NA,NA,NA,NA,"Steven Smith"
"miami",1,0,NA,NA,NA,NA,"Amy Morgan"
"miami",0,0,NA,NA,NA,NA,"Brad Anderson"
"miami",1,1,NA,NA,NA,NA,"Tionna Wilson"
"miami",0,1,NA,NA,NA,NA,"Terell Robinson"
"miami",1,1,NA,NA,NA,NA,"Tionna Wilson"
"miami",0,0,NA,NA,NA,NA,"Brad Anderson"
"miami",1,1,NA,NA,NA,NA,"Tyra Booker"
"miami",1,0,NA,NA,NA,NA,"Stephanie Nelson"
"miami",0,1,NA,NA,NA,NA,"DeAndre Jackson"
"miami",0,0,NA,NA,NA,NA,"Brad Anderson"
"miami",0,0,NA,NA,NA,NA,"Steven Smith"
"miami",0,1,NA,NA,NA,NA,"Jayvon Carter"
"miami",1,1,NA,NA,NA,NA,"Tyra Booker"
"miami",1,1,NA,NA,NA,NA,"Tionna Wilson"
"miami",1,1,NA,NA,NA,NA,"Tionna Wilson"
"miami",1,1,NA,NA,NA,NA,"Tyra Booker"
"miami",1,0,NA,NA,NA,NA,"Kristen Hall"
"miami",0,0,NA,NA,NA,NA,"Steven Smith"
"miami",0,0,NA,NA,NA,NA,"Brian Bailey"
"miami",1,0,NA,NA,NA,NA,"Kristen Hall"
"miami",1,1,NA,NA,NA,NA,"Tyra Booker"
"miami",0,1,NA,NA,NA,NA,"DeAndre Jackson"
"miami",1,1,NA,NA,NA,NA,"Tionna Wilson"
"miami",1,1,NA,NA,NA,NA,"Tyra Booker"
"miami",1,1,NA,NA,NA,NA,"Ebony Williams"
"miami",1,0,NA,NA,NA,NA,"Hilary Roberts"
"miami",0,0,NA,NA,NA,NA,"Luke Mitchell"
"miami",1,1,NA,NA,NA,NA,"Shanice Thomas"
"miami",0,1,NA,NA,NA,NA,"Terell Robinson"
"miami",1,1,NA,NA,NA,NA,"Tyra Booker"
"miami",1,0,NA,NA,NA,NA,"Stephanie Nelson"
"miami",0,1,NA,NA,NA,NA,"DeAndre Jackson"
"miami",1,0,NA,NA,NA,NA,"Hilary Roberts"
"miami",1,0,NA,NA,NA,NA,"Amy Morgan"
"miami",1,1,NA,NA,NA,NA,"Ebony Williams"
"miami",0,1,NA,NA,NA,NA,"Jamal Jefferson"
"miami",0,0,NA,NA,NA,NA,"Brad Anderson"
"miami",0,1,NA,NA,NA,NA,"Jamal Jefferson"
"miami",1,0,NA,NA,NA,NA,"Kristen Hall"
"miami",1,0,NA,NA,NA,NA,"Hilary Roberts"
"miami",0,0,NA,NA,NA,NA,"Brian Bailey"
"miami",1,0,NA,NA,NA,NA,"Stephanie Nelson"
"miami",1,1,NA,NA,NA,NA,"Ebony Williams"
"miami",1,1,NA,NA,NA,NA,"Tionna Wilson"
"miami",0,1,NA,NA,NA,NA,"Terell Robinson"
"miami",0,0,NA,NA,NA,NA,"Steven Smith"
"miami",1,1,NA,NA,NA,NA,"Tyra Booker"
"miami",1,1,NA,NA,NA,NA,"Tionna Wilson"
"miami",0,1,NA,NA,NA,NA,"Terell Robinson"
"miami",0,0,NA,NA,NA,NA,"Luke Mitchell"
"miami",1,1,NA,NA,NA,NA,"Tyra Booker"
"miami",0,0,NA,NA,NA,NA,"Brad Anderson"
"miami",1,1,NA,NA,NA,NA,"Shanice Thomas"
"miami",1,0,NA,NA,NA,NA,"Stephanie Nelson"
"miami",1,1,NA,NA,NA,NA,"Ebony Williams"
"miami",0,1,NA,NA,NA,NA,"Jamal Jefferson"
"miami",0,0,NA,NA,NA,NA,"Steven Smith"
"miami",0,0,NA,NA,NA,NA,"Luke Mitchell"
"miami",0,1,NA,NA,NA,NA,"Terell Robinson"
"miami",0,0,NA,NA,NA,NA,"Steven Smith"
"miami",0,0,NA,NA,NA,NA,"Luke Mitchell"
"miami",0,1,NA,NA,NA,NA,"Jayvon Carter"
"miami",1,0,NA,NA,NA,NA,"Amy Morgan"
"miami",1,1,NA,NA,NA,NA,"Tionna Wilson"
"miami",0,0,NA,NA,NA,NA,"Steven Smith"
"miami",0,0,NA,NA,NA,NA,"Luke Mitchell"
"miami",1,0,NA,NA,NA,NA,"Stephanie Nelson"
"miami",1,0,NA,NA,NA,NA,"Hilary Roberts"
"miami",1,1,NA,NA,NA,NA,"Shanice Thomas"
"miami",0,0,NA,NA,NA,NA,"Luke Mitchell"
"miami",0,0,NA,NA,NA,NA,"Luke Mitchell"
"miami",0,1,NA,NA,NA,NA,"Terell Robinson"
"miami",1,1,NA,NA,NA,NA,"Shanice Thomas"
"miami",1,1,NA,NA,NA,NA,"Tyra Booker"
"miami",1,1,NA,NA,NA,NA,"Tyra Booker"
"miami",1,0,NA,NA,NA,NA,"Stephanie Nelson"
"miami",0,0,NA,NA,NA,NA,"Brian Bailey"
"miami",0,1,NA,NA,NA,NA,"Terell Robinson"
"miami",0,1,NA,NA,NA,NA,"DeAndre Jackson"
"miami",0,1,NA,NA,NA,NA,"Jamal Jefferson"
"miami",1,1,NA,NA,NA,NA,"Shanice Thomas"
"miami",0,1,NA,NA,NA,NA,"Jayvon Carter"
"miami",0,0,NA,NA,NA,NA,"Brad Anderson"
"miami",1,1,NA,NA,NA,NA,"Ebony Williams"
"miami",1,0,NA,NA,NA,NA,"Stephanie Nelson"
"miami",1,0,NA,NA,NA,NA,"Hilary Roberts"
"miami",1,0,NA,NA,NA,NA,"Stephanie Nelson"
"miami",0,1,NA,NA,NA,NA,"DeAndre Jackson"
"miami",0,0,NA,NA,NA,NA,"Brad Anderson"
"miami",1,0,NA,NA,NA,NA,"Amy Morgan"
"miami",1,0,NA,NA,NA,NA,"Amy Morgan"
"miami",1,1,NA,NA,NA,NA,"Tionna Wilson"
"miami",0,1,NA,NA,NA,NA,"Terell Robinson"
"miami",1,1,NA,NA,NA,NA,"Shanice Thomas"
"miami",1,0,NA,NA,NA,NA,"Amy Morgan"
"miami",0,1,NA,NA,NA,NA,"DeAndre Jackson"
"miami",1,1,NA,NA,NA,NA,"Shanice Thomas"
"miami",0,1,NA,NA,NA,NA,"Jamal Jefferson"
"miami",0,1,NA,NA,NA,NA,"DeAndre Jackson"
"miami",0,0,NA,NA,NA,NA,"Brad Anderson"
"miami",1,0,NA,NA,NA,NA,"Amy Morgan"
"miami",0,0,NA,NA,NA,NA,"Brian Bailey"
"miami",1,0,NA,NA,NA,NA,"Stephanie Nelson"
"miami",1,0,NA,NA,NA,NA,"Amy Morgan"
"miami",1,1,NA,NA,NA,NA,"Tyra Booker"
"miami",1,1,NA,NA,NA,NA,"Tyra Booker"
"miami",1,0,NA,NA,NA,NA,"Amy Morgan"
"miami",1,0,NA,NA,NA,NA,"Kristen Hall"
"miami",0,0,NA,NA,NA,NA,"Luke Mitchell"
"miami",1,1,NA,NA,NA,NA,"Tionna Wilson"
"miami",1,0,NA,NA,NA,NA,"Stephanie Nelson"
"miami",1,0,NA,NA,NA,NA,"Amy Morgan"
"miami",1,0,NA,NA,NA,NA,"Stephanie Nelson"
"miami",1,0,NA,NA,NA,NA,"Amy Morgan"
"miami",1,0,NA,NA,NA,NA,"Kristen Hall"
"miami",1,1,NA,NA,NA,NA,"Ebony Williams"
"miami",0,0,NA,NA,NA,NA,"Steven Smith"
"miami",1,1,NA,NA,NA,NA,"Shanice Thomas"
"miami",0,0,NA,NA,NA,NA,"Brad Anderson"
"miami",0,0,NA,NA,NA,NA,"Brian Bailey"
"miami",1,1,NA,NA,NA,NA,"Tionna Wilson"
"miami",0,0,NA,NA,NA,NA,"Luke Mitchell"
"miami",1,1,NA,NA,NA,NA,"Tionna Wilson"
"miami",0,0,NA,NA,NA,NA,"Brian Bailey"
"miami",1,1,NA,NA,NA,NA,"Tionna Wilson"
"miami",1,1,NA,NA,NA,NA,"Tyra Booker"
"miami",1,0,NA,NA,NA,NA,"Stephanie Nelson"
"miami",0,0,NA,NA,NA,NA,"Brad Anderson"
"miami",0,0,NA,NA,NA,NA,"Brian Bailey"
"miami",1,0,NA,NA,NA,NA,"Stephanie Nelson"
"miami",1,0,NA,NA,NA,NA,"Amy Morgan"
"miami",1,1,NA,NA,NA,NA,"Tyra Booker"
"miami",1,1,NA,NA,NA,NA,"Ebony Williams"
"miami",1,1,NA,NA,NA,NA,"Tionna Wilson"
"miami",0,0,NA,NA,NA,NA,"Brian Bailey"
"miami",0,0,NA,NA,NA,NA,"Steven Smith"
"miami",1,1,NA,NA,NA,NA,"Shanice Thomas"
"miami",1,0,NA,NA,NA,NA,"Stephanie Nelson"
"miami",1,0,NA,NA,NA,NA,"Kristen Hall"
"miami",1,1,NA,NA,NA,NA,"Tyra Booker"
"miami",1,0,NA,NA,NA,NA,"Hilary Roberts"
"miami",1,0,NA,NA,NA,NA,"Kristen Hall"
"miami",0,1,NA,NA,NA,NA,"DeAndre Jackson"
"miami",0,1,NA,NA,NA,NA,"Terell Robinson"
"miami",1,1,NA,NA,NA,NA,"Tyra Booker"
"miami",1,0,NA,NA,NA,NA,"Kristen Hall"
"miami",0,0,NA,NA,NA,NA,"Brad Anderson"
"miami",0,1,NA,NA,NA,NA,"Terell Robinson"
"miami",1,0,NA,NA,NA,NA,"Amy Morgan"
"miami",1,1,NA,NA,NA,NA,"Shanice Thomas"
"miami",0,0,NA,NA,NA,NA,"Luke Mitchell"
"miami",0,0,NA,NA,NA,NA,"Brian Bailey"
"miami",1,0,NA,NA,NA,NA,"Stephanie Nelson"
"miami",1,1,NA,NA,NA,NA,"Ebony Williams"
"miami",0,0,NA,NA,NA,NA,"Brian Bailey"
"miami",0,1,NA,NA,NA,NA,"Terell Robinson"
"miami",0,0,NA,NA,NA,NA,"Brian Bailey"
"miami",0,1,NA,NA,NA,NA,"Terell Robinson"
"miami",1,1,NA,NA,NA,NA,"Tyra Booker"
"miami",0,1,NA,NA,NA,NA,"Jayvon Carter"
"miami",1,1,NA,NA,NA,NA,"Shanice Thomas"
"miami",0,0,NA,NA,NA,NA,"Brad Anderson"
"miami",0,0,NA,NA,NA,NA,"Steven Smith"
"miami",0,0,NA,NA,NA,NA,"Brad Anderson"
"miami",1,0,NA,NA,NA,NA,"Hilary Roberts"
"miami",0,0,NA,NA,NA,NA,"Steven Smith"
"miami",0,0,NA,NA,NA,NA,"Luke Mitchell"
"miami",0,0,NA,NA,NA,NA,"Luke Mitchell"
"miami",0,1,NA,NA,NA,NA,"Terell Robinson"
"miami",1,0,NA,NA,NA,NA,"Hilary Roberts"
"miami",0,1,NA,NA,NA,NA,"Jayvon Carter"
"miami",1,0,NA,NA,NA,NA,"Hilary Roberts"
"miami",0,0,NA,NA,NA,NA,"Luke Mitchell"
"miami",0,0,NA,NA,NA,NA,"Brad Anderson"
"miami",1,0,NA,NA,NA,NA,"Hilary Roberts"
"miami",1,1,NA,NA,NA,NA,"Shanice Thomas"
"miami",1,1,NA,NA,NA,NA,"Shanice Thomas"
"miami",1,1,NA,NA,NA,NA,"Tyra Booker"
"miami",0,0,NA,NA,NA,NA,"Brian Bailey"
"miami",1,1,NA,NA,NA,NA,"Tionna Wilson"
"miami",0,1,NA,NA,NA,NA,"Terell Robinson"
"miami",1,0,NA,NA,NA,NA,"Stephanie Nelson"
"miami",0,0,NA,NA,NA,NA,"Brad Anderson"
"miami",0,1,NA,NA,NA,NA,"Terell Robinson"
"miami",1,0,NA,NA,NA,NA,"Hilary Roberts"
"miami",0,1,NA,NA,NA,NA,"Terell Robinson"
"miami",0,0,NA,NA,NA,NA,"Steven Smith"
"miami",0,1,NA,NA,NA,NA,"Jayvon Carter"
"miami",0,0,NA,NA,NA,NA,"Brian Bailey"
"miami",0,0,NA,NA,NA,NA,"Steven Smith"
"miami",1,1,NA,NA,NA,NA,"Tionna Wilson"
"miami",0,1,NA,NA,NA,NA,"DeAndre Jackson"
"miami",1,1,NA,NA,NA,NA,"Shanice Thomas"
"miami",0,0,NA,NA,NA,NA,"Luke Mitchell"
"miami",0,1,NA,NA,NA,NA,"Jayvon Carter"
"miami",1,0,NA,NA,NA,NA,"Hilary Roberts"
"miami",0,0,NA,NA,NA,NA,"Brad Anderson"
"miami",1,0,NA,NA,NA,NA,"Kristen Hall"
"miami",0,1,NA,NA,NA,NA,"Jayvon Carter"
"miami",1,1,NA,NA,NA,NA,"Tyra Booker"
"miami",1,1,NA,NA,NA,NA,"Tyra Booker"
"miami",0,1,NA,NA,NA,NA,"Terell Robinson"
"miami",1,1,NA,NA,NA,NA,"Tionna Wilson"
"miami",0,1,NA,NA,NA,NA,"Jamal Jefferson"
"miami",0,1,NA,NA,NA,NA,"Jayvon Carter"
"miami",0,1,NA,NA,NA,NA,"Jayvon Carter"
"miami",1,0,NA,NA,NA,NA,"Stephanie Nelson"
"miami",0,1,NA,NA,NA,NA,"Terell Robinson"
"miami",1,0,NA,NA,NA,NA,"Kristen Hall"
"miami",1,1,NA,NA,NA,NA,"Ebony Williams"
"miami",0,1,NA,NA,NA,NA,"Terell Robinson"
"miami",0,0,NA,NA,NA,NA,"Brad Anderson"
"miami",0,0,NA,NA,NA,NA,"Brad Anderson"
"miami",1,0,NA,NA,NA,NA,"Kristen Hall"
"miami",1,0,NA,NA,NA,NA,"Amy Morgan"
"miami",0,0,NA,NA,NA,NA,"Steven Smith"
"miami",1,1,NA,NA,NA,NA,"Tionna Wilson"
"miami",1,1,NA,NA,NA,NA,"Ebony Williams"
"miami",0,0,NA,NA,NA,NA,"Steven Smith"
"miami",0,0,NA,NA,NA,NA,"Luke Mitchell"
"miami",0,1,NA,NA,NA,NA,"Jayvon Carter"
"miami",1,1,NA,NA,NA,NA,"Tionna Wilson"
"miami",0,1,NA,NA,NA,NA,"DeAndre Jackson"
"miami",1,0,NA,NA,NA,NA,"Hilary Roberts"
"miami",0,1,NA,NA,NA,NA,"Jayvon Carter"
"miami",0,1,NA,NA,NA,NA,"DeAndre Jackson"
"miami",1,1,NA,NA,NA,NA,"Tyra Booker"
"miami",1,0,NA,NA,NA,NA,"Stephanie Nelson"
"miami",0,1,NA,NA,NA,NA,"Terell Robinson"
"miami",0,0,NA,NA,NA,NA,"Steven Smith"
"miami",1,1,NA,NA,NA,NA,"Ebony Williams"
"miami",0,0,NA,NA,NA,NA,"Brad Anderson"
"miami",1,1,NA,NA,NA,NA,"Tionna Wilson"
"miami",0,0,NA,NA,NA,NA,"Brian Bailey"
"miami",1,0,NA,NA,NA,NA,"Stephanie Nelson"
"miami",1,1,NA,NA,NA,NA,"Shanice Thomas"
"miami",0,0,NA,NA,NA,NA,"Steven Smith"
"miami",0,0,NA,NA,NA,NA,"Brian Bailey"
"miami",0,0,NA,NA,NA,NA,"Steven Smith"
"miami",1,0,NA,NA,NA,NA,"Amy Morgan"
"miami",0,1,NA,NA,NA,NA,"Jamal Jefferson"
"miami",1,1,NA,NA,NA,NA,"Tyra Booker"
"miami",0,0,NA,NA,NA,NA,"Brad Anderson"
"miami",1,0,NA,NA,NA,NA,"Hilary Roberts"
"miami",1,0,NA,NA,NA,NA,"Stephanie Nelson"
"miami",0,0,NA,NA,NA,NA,"Brian Bailey"
"miami",0,0,NA,NA,NA,NA,"Luke Mitchell"
"miami",1,1,NA,NA,NA,NA,"Ebony Williams"
"miami",1,0,NA,NA,NA,NA,"Amy Morgan"
"miami",1,0,NA,NA,NA,NA,"Amy Morgan"
"miami",1,0,NA,NA,NA,NA,"Stephanie Nelson"
"miami",1,1,NA,NA,NA,NA,"Tyra Booker"
"miami",0,0,NA,NA,NA,NA,"Brad Anderson"
"miami",1,0,NA,NA,NA,NA,"Amy Morgan"
"miami",0,1,NA,NA,NA,NA,"Jamal Jefferson"
"miami",1,1,NA,NA,NA,NA,"Tyra Booker"
"miami",1,1,NA,NA,NA,NA,"Tionna Wilson"
"miami",1,0,NA,NA,NA,NA,"Amy Morgan"
"miami",0,1,NA,NA,NA,NA,"Jamal Jefferson"
"miami",0,0,NA,NA,NA,NA,"Steven Smith"
"miami",1,0,NA,NA,NA,NA,"Stephanie Nelson"
"miami",0,0,NA,NA,NA,NA,"Steven Smith"
"miami",1,1,NA,NA,NA,NA,"Ebony Williams"
"miami",1,0,NA,NA,NA,NA,"Stephanie Nelson"
"miami",0,0,NA,NA,NA,NA,"Steven Smith"
"miami",0,1,NA,NA,NA,NA,"Jayvon Carter"
"miami",0,0,NA,NA,NA,NA,"Brad Anderson"
"miami",0,1,NA,NA,NA,NA,"Jamal Jefferson"
"miami",0,1,NA,NA,NA,NA,"Jayvon Carter"
"miami",1,0,NA,NA,NA,NA,"Hilary Roberts"
"miami",0,1,NA,NA,NA,NA,"Terell Robinson"
"miami",0,0,NA,NA,NA,NA,"Steven Smith"
"miami",0,0,NA,NA,NA,NA,"Steven Smith"
"miami",1,0,NA,NA,NA,NA,"Stephanie Nelson"
"miami",0,0,NA,NA,NA,NA,"Brian Bailey"
"miami",0,1,NA,NA,NA,NA,"Jamal Jefferson"
"miami",0,1,NA,NA,NA,NA,"DeAndre Jackson"
"miami",1,1,NA,NA,NA,NA,"Tyra Booker"
"miami",1,1,NA,NA,NA,NA,"Ebony Williams"
"miami",1,0,NA,NA,NA,NA,"Hilary Roberts"
"miami",0,0,NA,NA,NA,NA,"Brian Bailey"
"miami",0,1,NA,NA,NA,NA,"Jamal Jefferson"
"miami",1,1,NA,NA,NA,NA,"Ebony Williams"
"miami",0,1,NA,NA,NA,NA,"DeAndre Jackson"
"miami",0,1,NA,NA,NA,NA,"DeAndre Jackson"
"miami",0,1,NA,NA,NA,NA,"Jayvon Carter"
"miami",0,0,NA,NA,NA,NA,"Brian Bailey"
"miami",1,1,NA,NA,NA,NA,"Tionna Wilson"
"miami",1,1,NA,NA,NA,NA,"Tyra Booker"
"miami",0,0,NA,NA,NA,NA,"Luke Mitchell"
"miami",0,0,NA,NA,NA,NA,"Brad Anderson"
"miami",0,0,NA,NA,NA,NA,"Brad Anderson"
"miami",0,0,NA,NA,NA,NA,"Brad Anderson"
"miami",0,0,NA,NA,NA,NA,"Steven Smith"
"miami",1,1,NA,NA,NA,NA,"Shanice Thomas"
"miami",0,1,NA,NA,NA,NA,"Jayvon Carter"
"miami",0,1,NA,NA,NA,NA,"Jamal Jefferson"
"miami",1,0,NA,NA,NA,NA,"Hilary Roberts"
"miami",1,0,NA,NA,NA,NA,"Amy Morgan"
"miami",0,1,NA,NA,NA,NA,"Jamal Jefferson"
"miami",1,0,NA,NA,NA,NA,"Amy Morgan"
"miami",0,1,NA,NA,NA,NA,"Terell Robinson"
"miami",1,1,NA,NA,NA,NA,"Shanice Thomas"
"miami",0,0,NA,NA,NA,NA,"Luke Mitchell"
"miami",1,1,NA,NA,NA,NA,"Shanice Thomas"
"miami",1,0,NA,NA,NA,NA,"Amy Morgan"
"miami",1,1,NA,NA,NA,NA,"Tionna Wilson"
"miami",1,1,NA,NA,NA,NA,"Tionna Wilson"
"miami",1,1,NA,NA,NA,NA,"Shanice Thomas"
"miami",0,1,NA,NA,NA,NA,"Jayvon Carter"
"miami",0,0,NA,NA,NA,NA,"Steven Smith"
"miami",0,0,NA,NA,NA,NA,"Steven Smith"
"miami",0,1,NA,NA,NA,NA,"Terell Robinson"
"miami",1,0,NA,NA,NA,NA,"Hilary Roberts"
"miami",1,1,NA,NA,NA,NA,"Shanice Thomas"
"miami",1,1,NA,NA,NA,NA,"Ebony Williams"
"miami",1,1,NA,NA,NA,NA,"Ebony Williams"
"miami",0,0,NA,NA,NA,NA,"Steven Smith"
"miami",0,1,NA,NA,NA,NA,"Jamal Jefferson"
"miami",0,0,NA,NA,NA,NA,"Brad Anderson"
"miami",0,1,NA,NA,NA,NA,"Jamal Jefferson"
"miami",0,0,NA,NA,NA,NA,"Brian Bailey"
"miami",1,0,NA,NA,NA,NA,"Stephanie Nelson"
"miami",1,0,NA,NA,NA,NA,"Kristen Hall"
"miami",0,0,NA,NA,NA,NA,"Brad Anderson"
"miami",1,0,NA,NA,NA,NA,"Hilary Roberts"
"miami",1,1,NA,NA,NA,NA,"Ebony Williams"
"miami",0,0,NA,NA,NA,NA,"Brian Bailey"
"miami",0,1,NA,NA,NA,NA,"DeAndre Jackson"
"miami",1,0,NA,NA,NA,NA,"Hilary Roberts"
"miami",0,0,NA,NA,NA,NA,"Steven Smith"
"miami",1,0,NA,NA,NA,NA,"Hilary Roberts"
"miami",1,1,NA,NA,NA,NA,"Shanice Thomas"
"miami",0,1,NA,NA,NA,NA,"Jayvon Carter"
"miami",0,1,NA,NA,NA,NA,"DeAndre Jackson"
"miami",1,1,NA,NA,NA,NA,"Ebony Williams"
"miami",1,0,NA,NA,NA,NA,"Stephanie Nelson"
"miami",1,0,NA,NA,NA,NA,"Stephanie Nelson"
"miami",0,0,NA,NA,NA,NA,"Steven Smith"
"miami",0,1,NA,NA,NA,NA,"Terell Robinson"
"miami",0,0,NA,NA,NA,NA,"Luke Mitchell"
"miami",0,0,NA,NA,NA,NA,"Brian Bailey"
"miami",0,1,NA,NA,NA,NA,"Terell Robinson"
"miami",1,0,NA,NA,NA,NA,"Hilary Roberts"
"miami",0,0,NA,NA,NA,NA,"Steven Smith"
"miami",1,0,NA,NA,NA,NA,"Stephanie Nelson"
"miami",0,0,NA,NA,NA,NA,"Brad Anderson"
"miami",0,0,NA,NA,NA,NA,"Brian Bailey"
"miami",0,1,NA,NA,NA,NA,"Jayvon Carter"
"miami",0,0,NA,NA,NA,NA,"Brian Bailey"
"miami",1,1,NA,NA,NA,NA,"Shanice Thomas"
"miami",0,0,NA,NA,NA,NA,"Luke Mitchell"
"miami",0,1,NA,NA,NA,NA,"Terell Robinson"
"miami",1,0,NA,NA,NA,NA,"Amy Morgan"
"miami",0,0,NA,NA,NA,NA,"Steven Smith"
"miami",1,1,NA,NA,NA,NA,"Shanice Thomas"
"miami",1,1,NA,NA,NA,NA,"Tyra Booker"
"miami",0,0,NA,NA,NA,NA,"Steven Smith"
"miami",0,0,NA,NA,NA,NA,"Brian Bailey"
"miami",1,0,NA,NA,NA,NA,"Amy Morgan"
"miami",1,0,NA,NA,NA,NA,"Kristen Hall"
"miami",0,1,NA,NA,NA,NA,"DeAndre Jackson"
"miami",1,1,NA,NA,NA,NA,"Ebony Williams"
"miami",0,0,NA,NA,NA,NA,"Luke Mitchell"
"miami",0,0,NA,NA,NA,NA,"Brian Bailey"
"miami",1,0,NA,NA,NA,NA,"Hilary Roberts"
"miami",1,1,NA,NA,NA,NA,"Tyra Booker"
"miami",0,1,NA,NA,NA,NA,"Jamal Jefferson"
"miami",0,0,NA,NA,NA,NA,"Brad Anderson"
"miami",1,0,NA,NA,NA,NA,"Stephanie Nelson"
"miami",0,1,NA,NA,NA,NA,"DeAndre Jackson"
"miami",1,1,NA,NA,NA,NA,"Shanice Thomas"
"miami",0,0,NA,NA,NA,NA,"Brad Anderson"
"miami",0,1,NA,NA,NA,NA,"Terell Robinson"
"miami",0,1,NA,NA,NA,NA,"DeAndre Jackson"
"miami",1,1,NA,NA,NA,NA,"Shanice Thomas"
"miami",1,1,NA,NA,NA,NA,"Tyra Booker"
"miami",0,1,NA,NA,NA,NA,"Jayvon Carter"
"miami",1,0,NA,NA,NA,NA,"Amy Morgan"
"miami",1,1,NA,NA,NA,NA,"Tyra Booker"
"miami",1,0,NA,NA,NA,NA,"Kristen Hall"
"miami",0,0,NA,NA,NA,NA,"Steven Smith"
"miami",0,0,NA,NA,NA,NA,"Steven Smith"
"miami",1,1,NA,NA,NA,NA,"Tyra Booker"
"miami",0,1,NA,NA,NA,NA,"Jamal Jefferson"
"miami",0,1,NA,NA,NA,NA,"Jayvon Carter"
"miami",0,1,NA,NA,NA,NA,"Jayvon Carter"
"miami",1,1,NA,NA,NA,NA,"Tyra Booker"
"miami",0,0,NA,NA,NA,NA,"Brian Bailey"
"miami",1,1,NA,NA,NA,NA,"Tyra Booker"
"miami",1,0,NA,NA,NA,NA,"Hilary Roberts"
"miami",0,1,NA,NA,NA,NA,"Jamal Jefferson"
"miami",0,1,NA,NA,NA,NA,"DeAndre Jackson"
"miami",1,1,NA,NA,NA,NA,"Tionna Wilson"
"miami",1,1,NA,NA,NA,NA,"Shanice Thomas"
"miami",0,0,NA,NA,NA,NA,"Luke Mitchell"
"miami",0,1,NA,NA,NA,NA,"Terell Robinson"
"miami",0,1,NA,NA,NA,NA,"Jayvon Carter"
"miami",1,1,NA,NA,NA,NA,"Tionna Wilson"
"miami",1,0,NA,NA,NA,NA,"Kristen Hall"
"miami",1,1,NA,NA,NA,NA,"Tyra Booker"
"miami",1,1,NA,NA,NA,NA,"Shanice Thomas"
"miami",1,0,NA,NA,NA,NA,"Amy Morgan"
"miami",0,1,NA,NA,NA,NA,"Terell Robinson"
"miami",1,0,NA,NA,NA,NA,"Amy Morgan"
"miami",1,1,NA,NA,NA,NA,"Tionna Wilson"
"miami",0,0,NA,NA,NA,NA,"Steven Smith"
"miami",1,0,NA,NA,NA,NA,"Amy Morgan"
"miami",1,0,NA,NA,NA,NA,"Amy Morgan"
"miami",1,0,NA,NA,NA,NA,"Hilary Roberts"
"miami",0,1,NA,NA,NA,NA,"DeAndre Jackson"
"miami",0,1,NA,NA,NA,NA,"Terell Robinson"
"miami",0,0,NA,NA,NA,NA,"Steven Smith"
"miami",0,1,NA,NA,NA,NA,"Jamal Jefferson"
"miami",1,0,NA,NA,NA,NA,"Stephanie Nelson"
"miami",1,1,NA,NA,NA,NA,"Tionna Wilson"
"miami",1,1,NA,NA,NA,NA,"Tionna Wilson"
"miami",1,0,NA,NA,NA,NA,"Amy Morgan"
"miami",0,1,NA,NA,NA,NA,"Terell Robinson"
"miami",1,0,NA,NA,NA,NA,"Amy Morgan"
